City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,albany,42.6001,-73.9662,299.58,74,88,0.89,US,1690416089
283,acapulco de juarez,16.8634,-99.8901,304.05,68,29,5.0,MX,1690415913
284,wabag,-5.4781,143.7021,290.88,82,50,1.25,PG,1690416153
285,mufumbwe,-13.6833,24.8,286.46,54,1,2.39,ZM,1690416154
286,iskateley,67.6803,53.1512,290.11,70,92,1.26,RU,1690415980
287,richards bay,-28.783,32.0377,291.23,67,0,8.14,ZA,1690415998
288,yeppoon,-23.1333,150.7333,292.03,75,81,6.82,AU,1690416155
289,amahai,-3.3333,128.9167,299.82,82,58,2.07,ID,1690416155
290,ampanihy,-24.7,44.75,288.64,67,0,5.27,MG,1690416156
291,cuito,-12.3833,16.9333,287.29,41,1,1.01,AO,1690416157
292,guaraniacu,-25.1008,-52.8781,289.41,66,93,1.07,BR,1690415972
293,ponta delgada,37.7333,-25.6667,293.55,77,20,2.57,PT,1690416044
294,ta`u,-14.2336,-169.5144,298.86,72,95,4.92,AS,1690416158
295,koidu,8.4167,-10.8333,295.0,100,99,0.81,SL,1690416158
296,masterton,-40.9597,175.6575,285.31,84,67,5.07,NZ,1690416164
297,porto franco,-6.3383,-47.3992,298.98,40,3,1.16,BR,1690416164
298,caluula,11.9661,50.7569,304.58,50,48,3.39,SO,1690416165
299,neiafu,-18.65,-173.9833,297.53,73,75,2.06,TO,1690416165
300,segou,13.4317,-6.2157,303.18,56,86,4.7,ML,1690416166
301,touros,-5.1989,-35.4608,297.58,85,15,5.88,BR,1690416166
302,dakhla,23.6848,-15.958,293.12,89,0,10.31,EH,1690416167
303,bikenibeu village,1.3673,173.1241,304.13,74,20,2.06,KI,1690416167
304,altamira,-3.2033,-52.2064,299.5,64,51,1.01,BR,1690416103
305,yamada,39.4667,141.95,301.83,64,9,1.4,JP,1690416168
306,buncrana,55.1333,-7.45,288.4,98,100,2.44,IE,1690416169
307,princeville,45.7668,-61.2985,297.21,85,14,1.78,CA,1690416170
308,puerto gaitan,4.3133,-72.0816,299.75,71,52,1.56,CO,1690416143
309,amga,60.8953,131.9608,293.81,56,93,1.57,RU,1690416171
310,novyy urengoy,66.0833,76.6333,293.03,67,61,2.4,RU,1690416172
311,autazes,-3.5797,-59.1306,299.77,53,6,1.22,BR,1690416172
312,grand falls-windsor,48.9332,-55.6649,291.97,93,88,2.3,CA,1690416173
313,uturoa,-16.7333,-151.4333,298.81,84,57,4.45,PF,1690416173
314,rongelap,11.1635,166.8941,301.41,80,99,8.02,MH,1690416174
315,murzuq,25.9155,13.9184,305.24,9,0,4.82,LY,1690416175
316,lompoc,34.6391,-120.4579,304.27,83,100,5.14,US,1690416050
317,qeshm,26.9581,56.2719,306.09,82,100,7.65,IR,1690416176
318,sisimiut,66.9395,-53.6735,279.65,81,41,1.38,GL,1690415998
319,st martin,50.3698,-4.4473,290.3,98,100,9.55,GB,1690416176
320,pokrovsk,48.282,37.1758,293.3,58,4,3.56,UA,1690416177
321,ceeldheer,3.8488,47.1806,297.15,85,89,7.85,SO,1690416177
322,kainantu,-6.2887,145.8655,293.67,68,29,2.1,PG,1690416178
323,fort st. john,56.2499,-120.8529,289.09,82,100,5.66,CA,1690416045
324,ancud,-41.8697,-73.8203,281.17,88,100,1.9,CL,1690416114
325,mampong,7.0627,-1.4001,294.82,99,73,2.04,GH,1690416180
326,whangarei,-35.7317,174.3239,287.44,72,77,4.59,NZ,1690416180
327,sogndal,61.2283,7.1003,286.55,92,90,0.81,NO,1690416181
328,kisangani,0.5167,25.2,296.35,89,100,1.02,CD,1690416182
329,flying fish cove,-10.4217,105.6791,297.96,78,41,8.82,CX,1690416182
330,ghat,24.9647,10.1728,304.55,11,0,0.74,LY,1690416183
331,mount pearl,47.5166,-52.7813,295.34,69,75,8.23,CA,1690416183
332,island harbour,50.724,-1.2758,289.9,95,100,4.47,GB,1690416184
333,kununurra,-15.7667,128.7333,291.14,68,8,0.0,AU,1690416185
334,zilair,52.2332,57.4392,288.62,76,26,1.43,RU,1690416185
335,santa cruz,-17.8,-63.1667,293.18,60,75,5.66,BO,1690415958
336,moquegua,-17.1956,-70.9353,289.19,62,0,0.63,PE,1690416186
337,fort bragg,35.139,-79.006,307.23,71,75,4.63,US,1690415955
338,quellon,-43.1167,-73.6167,281.29,93,100,1.03,CL,1690416094
339,kidodi,-7.6036,37.0044,293.86,67,80,1.03,TZ,1690416188
340,nuuk,64.1835,-51.7216,278.49,100,100,5.66,GL,1690416188
341,at taj,24.2049,23.2857,300.97,14,59,3.13,LY,1690416109
342,gaspe,48.8334,-64.4819,295.27,68,20,2.57,CA,1690416169
343,mar del plata,-38.0023,-57.5575,282.64,87,100,8.05,AR,1690416002
344,kupang,-10.1667,123.5833,297.43,69,59,3.62,ID,1690416190
345,aldan,58.6031,125.3894,295.25,61,22,0.9,RU,1690416190
346,al hazm,16.1641,44.7769,302.92,29,79,3.97,YE,1690416191
347,shingu,33.7333,135.9833,303.46,65,37,2.18,JP,1690415975
348,haiku-pauwela,20.9219,-156.3051,303.8,66,9,5.81,US,1690416127
349,port-gentil,-0.7193,8.7815,296.39,89,75,6.84,GA,1690416192
350,calama,-22.4667,-68.9333,288.42,12,0,6.17,CL,1690416113
351,marquette,46.5333,-87.6335,298.58,82,32,1.34,US,1690416193
352,beilen,52.8611,6.5123,287.5,87,71,3.03,NL,1690416194
353,male,4.1748,73.5089,302.12,89,75,3.09,MV,1690416194
354,howard springs,-12.497,131.047,295.83,29,78,2.77,AU,1690416195
355,sucre,-19.0333,-65.2627,285.43,67,0,2.28,BO,1690416195
356,el galpon,-25.3807,-64.6526,285.63,68,63,0.5,AR,1690416196
357,borovskoy,53.8,64.15,290.72,68,96,2.15,KZ,1690416196
358,atherton,53.5237,-2.4935,288.87,97,100,0.89,GB,1690416197
359,karachev,53.1229,34.9852,290.0,93,69,0.51,RU,1690416198
360,lepsy,46.235,78.9456,298.61,30,0,2.01,KZ,1690416198
361,volcja draga,45.9069,13.6775,288.69,80,8,4.47,SI,1690416199
362,maba,24.6841,113.5984,301.77,77,39,1.6,CN,1690416200
363,udachny,66.4167,112.4,291.18,67,100,4.32,RU,1690415956
364,barra de santo antonio,-9.4047,-35.5072,297.75,79,10,1.91,BR,1690416201
365,alipur,29.3846,70.9116,301.81,80,86,3.51,PK,1690416201
366,kokopo,-4.352,152.2633,301.77,71,36,6.34,PG,1690416202
367,tamala,52.541,43.2515,293.18,71,49,4.11,RU,1690416202
368,port pirie,-33.1833,138.0167,289.57,45,50,4.03,AU,1690416203
369,kwang binh,17.4833,106.6,301.82,74,86,2.93,VN,1690416203
370,navojoa,27.1,-109.4333,309.27,49,66,3.58,MX,1690416203
371,kzyltu,53.6364,72.3414,291.47,82,100,0.97,KZ,1690416204
372,remire-montjoly,4.9167,-52.2667,298.17,100,75,1.03,GF,1690416205
373,clear lake,43.138,-93.3794,305.76,67,0,3.05,US,1690416133
374,sambava,-14.2667,50.1667,293.54,83,64,5.25,MG,1690416206
375,broome,42.2506,-75.833,299.36,69,0,3.09,US,1690416206
376,fortuna,40.5982,-124.1573,295.33,68,0,8.23,US,1690416207
377,ljusdal,61.8288,16.0913,283.7,96,9,0.64,SE,1690416207
378,trinity beach,-16.7888,145.6968,297.6,83,75,6.69,AU,1690416208
379,igarka,67.4667,86.5833,293.46,80,1,3.48,RU,1690416208
380,mao,39.8885,4.2658,295.46,83,0,2.57,ES,1690416097
381,east porterville,36.0574,-118.9757,314.97,9,49,3.04,US,1690416209
382,aldinga beach,-35.2793,138.4604,290.52,56,15,6.03,AU,1690416210
383,khushab,32.2967,72.3525,303.46,72,39,2.58,PK,1690416210
384,plouzane,48.3833,-4.6167,290.25,88,100,8.23,FR,1690416211
385,bathsheba,13.2167,-59.5167,301.51,89,20,8.23,BB,1690416211
386,loukhi,66.0764,33.0381,283.34,95,14,1.25,RU,1690416212
387,peterhead,57.5058,-1.7981,286.37,82,7,5.99,GB,1690416212
388,soe,-9.8607,124.284,292.75,65,47,1.45,ID,1690416217
389,kita,13.0349,-9.4895,297.38,90,99,1.55,ML,1690416218
390,n'dalatando,-9.2978,14.9116,290.01,81,0,1.22,AO,1690416218
391,jawf al maqbabah,13.8378,45.8349,300.27,60,55,1.2,YE,1690416219
392,nichinan,31.6,131.3667,299.97,79,36,2.63,JP,1690416220
393,paita,-5.0892,-81.1144,295.16,80,37,8.06,PE,1690416220
394,iskilip,40.7353,34.4739,295.81,30,0,0.55,TR,1690416221
395,blairgowrie,56.5916,-3.3405,287.05,93,100,0.45,GB,1690416221
396,huichapan,20.3833,-99.65,294.29,47,91,6.81,MX,1690416222
397,tayshet,55.9342,98.0044,289.11,95,64,2.55,RU,1690416223
398,campbell river,50.0163,-125.2446,295.15,49,40,1.03,CA,1690416119
399,chifeng,42.2683,118.9636,299.82,65,94,3.49,CN,1690416224
400,polyarnyy,69.1989,33.4478,283.23,97,100,1.27,RU,1690416125
401,harstad,68.799,16.5293,285.81,93,42,2.05,NO,1690416224
402,belyy yar,53.6039,91.3903,287.09,94,7,0.0,RU,1690416225
403,fort mcmurray,56.7268,-111.381,293.92,56,40,3.09,CA,1690416026
404,simanggang,1.2472,111.4528,296.14,94,72,0.0,MY,1690416226
405,sola,-13.8833,167.55,298.52,89,100,5.14,VU,1690415985
406,hampton bays,40.869,-72.5176,299.23,87,4,0.45,US,1690416227
407,diourbel,14.6628,-16.3925,303.14,84,0,2.06,SN,1690416227
408,chidawa,28.2401,75.6456,301.09,80,99,2.87,IN,1690416228
409,anzio,41.4853,12.6179,297.51,59,2,4.42,IT,1690416228
410,wulingyuan,29.3494,110.5441,297.92,91,100,0.63,CN,1690416229
411,cassia,-20.5831,-46.9219,291.53,43,29,1.17,BR,1690416210
412,chagoda,59.164,35.3285,285.56,98,10,2.08,RU,1690416229
413,nizhnegorskiy,45.4479,34.7384,294.14,73,0,5.14,UA,1690416230
414,sylvester,31.5307,-83.8354,305.78,62,53,1.87,US,1690416231
415,yunak,38.8142,31.7322,297.4,25,0,2.49,TR,1690416231
416,guapiles,10.2159,-83.7866,301.95,98,97,0.82,CR,1690415952
417,luderitz,-26.6481,15.1594,285.77,72,0,3.78,NA,1690416232
418,alice springs,-23.7,133.8833,289.9,63,100,0.0,AU,1690416232
419,santiago de chuco,-8.15,-78.1833,285.1,63,53,0.5,PE,1690416233
420,xining,36.6167,101.7667,286.88,93,100,0.87,CN,1690416019
421,copiapo,-27.3667,-70.3333,285.98,69,3,1.14,CL,1690416092
422,kijang,35.2442,129.2139,299.0,71,19,1.21,KR,1690416234
423,rechka-vydrino,51.485,104.8461,288.77,75,14,1.9,RU,1690416235
424,kavieng,-2.5744,150.7967,301.8,74,41,4.02,PG,1690416235
425,smithers,54.7804,-127.1743,292.33,48,75,6.69,CA,1690416236
426,timmins,48.4669,-81.3331,295.05,78,100,2.06,CA,1690416236
427,berezovyy,51.6667,135.7,298.41,65,65,0.25,RU,1690416237
428,meadow lake,34.8014,-106.5436,311.27,16,45,2.61,US,1690416237
429,san luis,-33.295,-66.3356,283.1,42,96,4.63,AR,1690416234
430,sao vicente,-23.9631,-46.3919,302.25,26,24,2.2,BR,1690416239
431,mejit,10.2753,170.8646,301.39,79,100,7.5,MH,1690416133
432,morehead city,34.7229,-76.726,302.17,83,20,3.6,US,1690416240
433,pizarro,4.9533,-77.366,299.26,85,48,2.39,CO,1690416240
434,oyem,1.5995,11.5793,293.02,99,64,1.08,GA,1690416241
435,la ronge,55.1001,-105.2842,285.29,87,100,6.69,CA,1690416242
436,viedma,-40.8135,-62.9967,278.13,70,95,3.65,AR,1690416242
437,plettenberg bay,-34.0527,23.3716,284.69,86,37,3.44,ZA,1690416090
438,felahiye,39.0906,35.5672,282.56,24,0,0.93,TR,1690416244
439,nagqu,31.5,92.0,278.28,75,100,1.27,CN,1690416245
440,melfort,52.8667,-104.6177,295.22,35,36,5.66,CA,1690416246
441,as sulayyil,20.4607,45.5779,306.29,9,34,3.12,SA,1690416246
442,bowen,-20.0167,148.2333,295.36,64,79,9.25,AU,1690416247
443,afaahiti,-17.75,-149.2833,297.08,85,69,3.54,PF,1690416247
444,ranot,7.7777,100.3213,300.26,81,97,5.6,TH,1690416248
445,seguela,7.9611,-6.6731,295.02,97,15,2.12,CI,1690416248
446,cobija,-11.0267,-68.7692,304.25,58,47,1.54,BO,1690416249
447,brokopondo,4.75,-55.1667,298.68,86,29,3.56,SR,1690416249
448,puerto rosario,-24.45,-57.0833,293.7,61,72,2.4,PY,1690416250
449,videle,44.2781,25.5244,294.12,82,100,5.64,RO,1690416250
450,lock haven,41.137,-77.4469,301.42,64,41,1.67,US,1690416251
451,road town,18.4167,-64.6167,302.17,74,20,5.66,VG,1690416056
452,santa maria da vitoria,-13.3947,-44.1886,295.94,39,38,0.7,BR,1690416184
453,tsiombe,-25.3,45.4833,291.06,58,0,5.72,MG,1690415958
454,manokwari,-0.8667,134.0833,300.8,74,43,1.45,ID,1690416254
455,nelson bay,-32.7167,152.15,288.71,81,0,3.13,AU,1690416254
456,petrovsk-zabaykal'skiy,51.273,108.843,289.16,88,100,2.1,RU,1690416255
457,kapuskasing,49.4169,-82.4331,296.2,60,75,1.54,CA,1690415997
458,wenchang,30.904,118.4887,302.02,75,63,2.81,CN,1690416257
459,mecca,21.4267,39.8261,307.01,15,41,1.6,SA,1690416258
460,tanjung pandan,-2.75,107.65,299.16,83,65,3.55,ID,1690416258
461,gornyye klyuchi,45.25,133.5,300.3,70,10,2.65,RU,1690416259
462,qamdo,31.1667,97.2333,276.1,83,31,2.59,CN,1690415990
463,mugia,43.1041,-9.2179,292.54,82,42,4.55,ES,1690416260
464,sejenane,37.0572,9.2381,295.81,72,0,3.13,TN,1690416260
465,taro,-8.3862,115.28,293.15,85,47,1.14,ID,1690416261
466,bamor kalan,24.9,78.15,301.89,73,100,1.7,IN,1690416261
467,popondetta,-8.7537,148.2534,301.66,62,87,1.09,PG,1690416262
468,sabang,5.8933,95.3214,301.17,77,96,8.43,ID,1690416262
469,aioun,16.6614,-9.6149,306.87,45,35,6.29,MR,1690416263
470,yacuiba,-22.038,-63.6797,285.18,74,1,1.34,BO,1690416263
471,kone,-21.0595,164.8658,296.38,40,2,3.57,NC,1690416264
472,hilo,19.7297,-155.09,306.64,84,39,3.13,US,1690416264
473,ndele,8.4109,20.6473,294.23,96,88,1.21,CF,1690416265
474,manistee,44.2445,-86.3242,297.16,97,100,2.06,US,1690416265
475,san angelo,31.4638,-100.437,311.51,25,20,3.6,US,1690416185
476,tam ky,15.5667,108.4833,300.56,73,99,2.08,VN,1690416267
477,caleta de carquin,-11.0925,-77.6267,292.99,79,25,5.09,PE,1690416268
478,miracema do tocantins,-9.5618,-48.3967,298.89,37,45,1.7,BR,1690416268
479,newman,37.3138,-121.0208,313.34,11,0,6.29,US,1690416269
480,bahau,2.8079,102.4049,299.99,90,99,1.05,MY,1690416270
481,soissons,49.3333,3.3333,290.6,78,100,3.61,FR,1690416270
482,isangel,-19.55,169.2667,296.21,64,20,5.14,VU,1690416271
483,banda aceh,5.5577,95.3222,299.97,74,100,5.32,ID,1690416271
484,saint-felicien,48.6501,-72.4491,298.53,53,100,2.57,CA,1690416272
485,nouadhibou,20.931,-17.0347,296.14,73,88,8.23,MR,1690416272
486,cumana,10.4635,-64.1775,300.28,84,83,1.6,VE,1690416273
487,luang prabang,19.8856,102.1347,299.54,81,65,0.71,LA,1690416274
488,timimoun,29.2639,0.231,313.36,7,0,7.72,DZ,1690416274
489,etawa,24.1855,78.2031,301.12,74,100,1.72,IN,1690416275
490,gadzhiyevo,69.2551,33.3362,283.02,95,100,2.13,RU,1690416045
491,cruzeiro do oeste,-23.785,-53.0733,294.9,51,62,0.97,BR,1690416275
492,sinjai,-5.1241,120.253,298.11,83,28,1.25,ID,1690416276
493,zherdevka,51.8486,41.4606,295.98,54,44,4.99,RU,1690416276
494,koumra,8.9126,17.5539,294.75,95,99,0.3,TD,1690416277
495,fortaleza,-3.7227,-38.5247,300.22,78,20,4.63,BR,1690416008
496,kayangel,8.0823,134.7173,299.53,85,100,9.76,PW,1690416278
497,pariaman,-0.619,100.12,297.18,81,99,1.18,ID,1690416278
498,puerto el triunfo,13.2833,-88.55,302.06,72,87,1.57,SV,1690416279
499,lowell,42.6334,-71.3162,301.9,73,31,2.26,US,1690416086
500,andradas,-22.0681,-46.5692,290.08,52,55,1.72,BR,1690416104
501,kingscliff,-28.2667,153.5667,292.46,59,100,3.09,AU,1690416198
502,antonio enes,-16.2325,39.9086,292.87,78,0,4.24,MZ,1690416280
503,northam,51.0333,-4.2167,291.29,98,100,9.5,GB,1690416281
504,nguruka,-5.1092,31.0419,288.99,42,34,1.37,TZ,1690416282
505,el calafate,-50.3408,-72.2768,269.55,72,78,0.64,AR,1690416282
506,queenstown,-31.8976,26.8753,284.21,81,99,2.76,ZA,1690415987
507,hirara,24.8,125.2833,302.07,89,75,10.29,JP,1690416283
508,karratha,-20.7377,116.8463,293.1,59,57,4.07,AU,1690415999
509,general conesa,-40.1,-64.4333,278.78,56,99,3.04,AR,1690416284
510,conception bay south,47.4999,-52.9981,295.68,82,99,5.28,CA,1690416164
511,uvalde,29.3669,-99.767,311.1,19,0,4.63,US,1690416285
512,thunder bay,48.4001,-89.3168,295.14,78,20,5.66,CA,1690416193
513,vorotynets,56.0603,45.8633,291.94,95,33,4.31,RU,1690416286
514,tchintabaraden,15.8969,5.7985,306.91,42,96,6.81,NE,1690416287
515,opuwo,-18.0607,13.84,289.02,39,0,1.73,NA,1690416094
516,boden,65.8252,21.6886,289.15,92,96,1.56,SE,1690416287
517,kristiansund,63.1115,7.732,288.18,94,100,2.57,NO,1690416288
518,villanueva,15.3167,-88.0,303.7,58,20,5.14,HN,1690416289
519,maragogi,-9.0122,-35.2225,296.2,84,23,2.34,BR,1690416030
520,kolonia town,6.964,158.206,301.19,76,96,3.71,FM,1690416289
521,fraserburgh,57.6874,-2.0184,285.61,84,6,6.34,GB,1690416290
522,betio village,1.358,172.9211,304.17,74,70,2.62,KI,1690416290
523,illizi,26.4833,8.4667,306.04,10,0,4.66,DZ,1690416291
524,port blair,11.6667,92.75,301.17,83,75,3.6,IN,1690416291
525,yakeshi,49.2833,120.7333,290.08,97,100,0.37,CN,1690416292
526,torbat-e heydariyeh,35.274,59.2195,298.0,39,0,6.11,IR,1690416292
527,lisala,2.15,21.5167,295.42,86,60,0.66,CD,1690416293
528,shatrovo,56.5167,64.6333,287.01,85,29,2.38,RU,1690416293
529,gustavsberg,59.3268,18.3898,289.14,82,91,3.51,SE,1690416293
530,martapura,-3.4167,114.85,295.2,94,56,1.03,ID,1690416294
531,pankrushikha,53.8319,80.3406,292.82,53,88,2.02,RU,1690416295
532,mamuju,-2.6748,118.8885,299.7,75,57,1.39,ID,1690416295
533,acara,-1.9608,-48.1967,299.33,73,73,1.42,BR,1690416295
534,labrador city,52.9463,-66.9114,290.1,77,75,3.6,CA,1690416009
535,oyotun,-6.8519,-79.3036,296.73,71,92,2.34,PE,1690416296
536,weligama,5.9667,80.4167,298.16,90,98,2.86,LK,1690416297
537,lammi,61.0833,25.0167,286.77,92,100,2.34,FI,1690416298
538,winnemucca,40.973,-117.7357,310.18,8,0,6.17,US,1690416298
539,kenora,49.8167,-94.4337,302.69,48,40,4.63,CA,1690416064
540,novo aripuana,-5.1206,-60.3797,299.69,51,66,1.36,BR,1690416300
541,ulsan,35.5372,129.3167,302.61,66,30,0.71,KR,1690416294
542,amasra,41.7463,32.3863,299.99,46,0,5.37,TR,1690416301
543,hami,42.8,93.45,303.32,12,2,3.39,CN,1690416301
544,borogontsy,62.6683,131.1683,293.52,44,39,2.95,RU,1690416301
545,rhinelander,45.6366,-89.4121,301.99,54,0,2.57,US,1690416098
546,robore,-18.3333,-59.75,297.59,51,95,2.25,BO,1690416303
547,valga,57.7778,26.0473,285.93,93,54,2.01,EE,1690416304
548,horta,38.5333,-28.6333,295.94,95,40,4.02,PT,1690416304
549,boysun,38.2061,67.1986,299.47,19,1,2.54,UZ,1690416305
550,dunedin,-45.8742,170.5036,281.93,52,99,6.26,NZ,1690416232
551,islamorada,24.9243,-80.6278,300.37,90,100,4.47,US,1690416306
552,yashkul',46.1711,45.3435,297.38,47,0,2.82,RU,1690416307
553,armagh,54.35,-6.6667,289.68,99,100,3.42,GB,1690416055
554,prince george,53.9166,-122.753,293.29,57,100,4.12,CA,1690416134
555,selfoss,63.9331,-20.9971,283.73,77,100,2.75,IS,1690416308
556,poso,-1.3959,120.7524,300.27,74,34,1.66,ID,1690416309
557,cestos city,5.46,-9.5828,298.06,89,83,3.29,LR,1690416310
558,ulladulla,-35.35,150.4667,288.39,41,0,2.3,AU,1690416310
559,long beach,33.767,-118.1892,311.9,58,20,4.92,US,1690416030
560,quiberon,47.4841,-3.1196,290.97,87,95,5.81,FR,1690416311
561,borgo val di taro,44.487,9.7658,292.97,65,25,0.38,IT,1690416312
562,temple terrace,28.0353,-82.3893,305.87,77,75,4.63,US,1690416028
563,huatabampo,26.8333,-109.6333,309.44,55,48,4.97,MX,1690416298
564,salinas,36.6777,-121.6555,302.6,71,40,4.63,US,1690416035
565,taza,34.25,-3.75,298.29,41,0,3.55,MA,1690416314
566,obudu,6.6674,9.1716,297.09,93,94,1.99,NG,1690416314
